address, balance_nyzo, in_cycle, in_queue, drop_rules, drop_amount, dropped_amount, trx_id, height
0c32e3abf383e7c028dd1289d0bb044be888757edb0f573a1593a66979c1b9f0,44836012,1,0,0+2+,175000000,175000000,tx__J080005Zqk5CR0000000000133bAH_e3X-0FVha9SbJ4i~z8uoZs3TtY5qeDroE1Lw0000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc333s_X-2i6_W9se9DQZ2T24Yt91AQ9.2Nh~LKf-qMrSW_FEcGxEz0P62JIGTkc~arovwWzNGcMZ.sWGkknpdhScEH0gKiNE,13242084
0c35991542984399e5fec3d418e258939ffa180b452d0f31651a468503086235,21948421,1,0,0+2+,175000000,175000000,tx__J080005ZqiM.m0000000000133nq5kapgXEC_Jfk6e9pBX_Y60K5bg-PqhG6ygc8pAk000000cFe4iSp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc30rIXbJr6bpU60ZD-7bQPZUhTHmPGA7xtP_Xc-iiohk1hoi3gb_G~fK1CXPuT4vp3ZKMB8.C5bewFC5GsmQLjJ4cVVzvkwm,13241883
0c55c29488c08e4dad65acaa08311321cacf7703253d7614f5a116967bf51963,82938617,1,0,0+2+,175000000,175000000,tx__J080005Zqom2N0000000000135o2C8A0ABUKqrQH234j8tIfuNcCfopk.r4nCEMT6nc000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc30SQ67Dm7rF-qo4GuH2BArKTSaSgHFRwr3tZXj1tdfprajjqh6kJMMyaXPSrP00snz1u7CreR.yrWeJYxKmv9S5c0.bdTSk,13242569
0c57ef306b70f01c727d71eb295f34e40f4e06e1b349002768cd642b7a44368c,2097700604,0,0,0+,125000000,125000000,tx__J080005ZqbNBy0000000000135wMc6KN-1PQwo7Iam-SX0.e1L6Rig0ErcTBaVG4dFN000000cFa02Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc32sCGZK0EHRuYMPKyByA4gJjDAPhaMkG.fwC2gXo8MpZKrnS2fvs5gZ~3mL8ZEzZJcB8IUDfFPU~2hV4uC5FQ8fd4eP23pU,13240836
0c5a11342d76e754bf793853905104774071d021775fb32487695ec5aa833f2e,29831335,1,0,0+2+,175000000,175000000,tx__J080005ZqisVq0000000000135Fhd2TUXTi_vjyjB544uS1PS25VoZcByUCvPrH3fQW000000cFdozSp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc30kyjKTFJWddNWRa_-k1qhw34FBoYiKnSEB3kj.gkjhdx66P1BHtiQEcY.JBsgajKFfebRempyYVciP5utt_u49t.z2VcVw,13241836
0c5be8eaeb68f4df55bd463a4b29dbd6bd164dd5bbc05036e9bb70332718a2cd,94316497,1,0,0+2+,175000000,175000000,tx__J080005ZqmwgV0000000000135MFYLKF.d.mMkpYiQEsTISnjunZN50UYsKNcQtpFJS000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc31Jr2tpkh8fUC9~36MondahxrGx3fCk5KD8U~4D_fcxItE0SsMmzX_ZUXw9FPqIPQYQAkv42h2IummqERE.PCNa6WAf7TYK,13242294
0c7230e728ab144573f67e65279eb2e71fbbb540df34404f901bb5f529910bb1,2346107,1,0,2+,50000000,50000000,tx__IN80005Zqk4ID00000000001378NXQzI54mR.EXC9XYQXP~ZKk3wd41fB1LT.iDh2Z4000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5mhkeBq1im94kB.geAkNbA0Nc30Nc6LfZiEA~hXgg6HVQPJUZ8XUm32fB3x2esX5u459teTmxV70g5wK4CmWEIab65f~usBXRAgK4g8W0Bx7B8e2xNrpwpHg,13242082
0c72b06fc97e08225b9d9093c014fa33fd687c98beeb411ebd545f0dcb234c41,49376243,0,0,0+,125000000,125000000,tx__J080005ZqjwiF0000000000137aNs-C~229sEq2jN1jYc_TFw9z~YS4vMmhw3tJAj44000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc306Bn7E-Pojins18fJCTV.QLst3cUHSsBjCoh_ZEcDbuosENeq3~QFe4Tu2IT1I0eiLmR85Ey~eDRfAK7TXYTc7Pmyy86iD,13241994
0cc4000f9485711b6cb0115eb2422aae7dd53f371f7ec6f201a71c7633d8009f,84495399,1,0,0+2+,175000000,175000000,tx__J080005Zqoc..000000000013cg03Xi5thKJJ15vJB8HIEVmfRtwwJsQ0rttuAfp09-000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc33~P.LgjUZL-yp8QkK~um2jFqhEmayo8RubA9Z5d8K1DmC_26jroEr8t3orIDheM-HbfFnu4~s-QALcwbJZ0bS349wM1isG,13242550
0cc81fe3ec6ead93c67ad63fdbf893b1fdfaef373f269fd463444fe09df53e56,5423019000,1,0,0+2+,175000000,175000000,tx__J080005ZqomrC000000000013cxwW~PLIqf6vKp_U_zjJwVYZRt_9G_kpShfW9VTfCp000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc33hiq_WBFH~gsE0oWrW.pgqYnQSyJ9g5un~fF4yZ7IWKDsDVMoXhLCYDgQ95eL0ok4rTuBfsd0JUAfGwy4.jjpe4rT8mQF0,13242570
0cdecc3256ee9a805e335d8a2e9081c5cdf2e45f63b990c84fc5ba27d8f8c199,68755445,1,0,0+2+,175000000,175000000,tx__J080005ZqgB_c000000000013dZccCsLDF1vcTUabG21PtVQX5.ALq38j-nY9.AWNqB000000cFcH2Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc30DDPXga_bEp7SSahJM4ZnXJyfc0ZnsgLu3Mq8YZcc8fHD3MCzTUHb.3aT0E2zEQcmNnHp04ey_uvmQ8hH-6-042XKLwNud,13241558
0cf617fbe2b20b5d5a49238f026057a2120e5c7f0724976ceb28fc5252843b34,37308462,0,0,0+,125000000,125000000,tx__J080005Zqf_tU000000000013fpo~~aQ2TTriief0D1oFy8eo7-799uJYQA-kCa4eRg000000cFcriSp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc33z9vdTRzWGfckP2fRIkF48f9MRXSR.uAfME.__7i0p7_3CfYLNj4yhKf1oUauw.~fZNfBjAG9wHiNrVduLizS0RtULd.uf,13241470
0cfd846a6a96b973fee81ecfc13c9cfed1cbb51e62bb47c260c25c197073bc8e,98583165,1,0,0+2+,175000000,175000000,tx__J080005ZqizXQ000000000013fU4rDHnLof~Y1ZfNjQt_K7bKhXzLSw2pc9t6o1RM8W000000cFdozSp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc31tCUWjC.WTonIX33dRJZZoJGJx~rkXNrohDe.HkJY0-_KXR3JTR6M6HxM56Dvg90Pwb55qXgLsF4UebxfX5XB1IqZ6mKs~,13241853
0d0c5d88097f873deb622aa6765df86c5a6cfc99a9c77dfa656bc1545743b401,73490044,1,0,0+2+,175000000,175000000,tx__J080005ZqkZ8N000000000013gPuz0C_yRVIpzHDuCVWs5GJ_9DGPVVYqnM1m5u3K04000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc30UukgH0GdNZsRsEpiudZk0EPZsQRefLIbmEX9dhAU3NS58Kg3v8TRdtre24VJ1c8NMn9ge4Ikq_yFA~Q_SVPkbLZs-Jf2C,13242209
0d0cc823bc056a0a0c16b1b6698bfd64dd1fba413784a65722b16d075c59e7c2,20183832,0,0,0+,125000000,125000000,tx__J080005ZqkXA~000000000013gR88ZN5rxFc5I6UrpM.qdSwLB4Vyaqo8I5K1TPqX-8000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc32IT3u9WjhHhAiPLADIGTY~vfWV8xk7NJV_MStJi2juyeKXePQ4JJK-ZLjFW1fpy_dd49Jz8c~CvG.MqnixWVx7YUMXtiJE,13242205
0d1b632268f75f6570c8ecdc6f5c62f6ff636e43163b8d6f5453cefa1fd064cc,360590651,0,0,0+,125000000,125000000,tx__J080005ZqovFS000000000013hKA8DAVoUmNQeRtsTPz.M.AsBcneWTMm5fe~y_gqcN000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc31oL~GVkRPS7nzYYyDQ7AmIb.ogVPPF5kmVI9rNv~bQ3T_Qui7a0txauKUB0YuhQb_Cj54PP8iUoncc9C9Tyst6HyjkMrvj,13242592
0d256cb94334d79e3e8de8a57dfff389eef03635569134c08d21614d59946b80,323214131,0,0,0+,125000000,125000000,tx__J080005Zqcnba000000000013imJLkcSTXW~AvzCww_RzvZNdAmnBjj0Ai5yjmDkrW0000000cFa02Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc319R8Hnnyxe4V-RTJKBS1gagyh5afJ46~ivEgbL6n3HfaPkBss0zNsQWcgf_U4Ycw01LEFG-_bip3i~rq7FXdS1t_w~gpD~,13240924
0d4a9f5dcb77923b29fbafdea17fc81a6a5b8110e71b757a33eb02f8b79a35c6,7846099,1,0,2+,50000000,50000000,tx__IN80005Zqod4_000000000013kHwotKVBAJG~Y_vFo_86DGsxh3E6VmYc~J2~bvrdtp000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5mhkeBq1im94kB.geAkNbA0Nc30Nc4vBr8hok5EWD1-HPDU3NBs0pKv1u4N-bdIvZ.3G3Fq5D6hBfsItxoqi-pA9fA6piD~wfgszvyJT-NmUzHzwuxw1-dP1,13242551
0d6739a7dfa80c871d19a53419cf88f44430baf0c85503bac2e1ec40eb045595,43256588,1,0,0+2+,175000000,175000000,tx__J080005ZqjJqJ000000000013ntXG.~F38tu6rkS6t~8.4gNLM38mgeYNL7JgeJ4mqk000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc32SrLsdafaiquXIVW5.IXjzodvC6t0Yj-9QSiBE4NnEFrPUf_4G5ss-W8~Giuz4n1cgNHY-MYL7bv1u690tqxJcmzgYyuZb,13242025
0d6c71472b907ab59865e0ceda8c85f3e1fc646b4533ffa4a5128917073ba613,82902958,1,0,0+2+,175000000,175000000,tx__J080005ZqjCoJ000000000013nPPhQLgvInpqv3eUFQ5-~7-q6K5c_~BGha95NtZGyc000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc33eCZPiV6pWo4K9.VE_PYwyPqvJnGxabDiV4f1No7frx.5MTNDo.qio84j0F8PEk0j1n_fSP3H6efoKz88j5gg1kwVhzM8f,13242008
0d6f3a547c68b746f102d2ba148a78e7b0ae5462997b9c495377a2379614fddf,76114927,1,0,0+2+,175000000,175000000,tx__J080005Zqib.S000000000013n-Ym7PFKSsP0KaY58GWXZ2Lm6aqvXP9kVvzdXpk_u-000000cFdozSp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc33GKbov0n46tIeJMX.InN7302Bv.p.I2.TEAtGGTjPsojt4gveWyn2F7BXaAJNtTvr6TI4LWRF9fIWetbA0bac1appWNjJB,13241799
0d7c8fd85f2d9d1e36efe944b93bf2747f13acd6a4d349216be40de8d407c9b1,2095413248,0,0,0+,125000000,125000000,tx__J080005ZqmBLv000000000013oQfU5-KEhWUZ~C4LjMQu7-jIdrBSSByr~gdYdg7Qs4000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc33hjY2182cfdqou83I6i3QVrx7vAK~Wc7ch~q8XNFUQRTHNjmCDWUkeFZWnKq4QvBt2YRPe_PpWux_nFKrHqWN8aq3DIhf-,13242306
0d8851719f0ca5a27da9ae48fb3484171b4d477e0304b4746426a72c6d2c6be6,2034623891,0,0,0+,125000000,125000000,tx__J080005ZqoPNG000000000013pyhtq-cGr9.HrX8~Ri45PKdhVW31bhSq2rEb6SJr~p000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc32cehR3PFdHGNwfhecrRepWnv7.FsETJAa9JCLiq4VzpHSm0SymWJJUtVT7bRtnsPrGUrBwH_3R4pdh1JB~k7N5IBfqW4Co,13242637
0d8d4208f1426ac04eeddf1e9502c3bf5ac5d42cd1b757cffbafdb7735e819a1,10972418,0,0,0+,125000000,125000000,tx__J080005ZqkMF2000000000013pT22f52rJ1eZu-vCgb3MTI5T2RhKTwf~Y_suRoF6r4000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc32BK5i-xE~pHPB_GKZZJw1YEaksL33IGVZWNh-onDim6YVJQsPsedMxAH87raqeDZX5EYAKjyAJjjCjA.8XIkkcx6EuwwR-,13242182
0da66e12a4ce92ca69425663787cfdfb6588e78e0473289fb9707f0720d92d4b,3956162,1,0,2+,50000000,50000000,tx__IN80005ZqkFth000000000013rqL4HjeBJGGgCqAv7R.~Un8XWW4tQzwLo1_1Q3qbkJ000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5mhkeBq1im94kB.geAkNbA0Nc30NcfsAnEgbfp.DY7.Q7XWUZd1R3qq~YtfK5bJwLyCi.Mo26izbRtAZz8tJZD13sUQi4TJjmx~pCFCFtgGJhQKNmg6j2o10,13242165
0db473c0450ab3f099bb359c5be0c67baeca576a3915765e7223db1798922ec6,198281496,0,2,0+,125000000,125000000,tx__J080005ZqmBP_000000000013shRN4kaJ_2qLRntn~36vYZamUFX5oqvtzfs5XzibJp000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc30AtapnCiEtzy60o4UwIATLay~0E3cn78N0aH~90Yt9hpsmShAj-0eXHDMzjsGzX8JKLBwzzMUEgLUfbzVVpLt80AdVUfu8,13242307
0dd2dafada5e0e8459b0683d6a8564a08130512ee3bcbc8d61f49d35a4b2d05e,1844568807,1,0,0+2+,175000000,175000000,tx__J080005Zqk5gk000000000013ubr~KGv3FhqJ6x.rFmBF84NkiZAMbQdpwiudriQS5W000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc315-1GkLFvYENvRZtgfEA0BRm5AWfhWq816qXK7LCzH_pVPabjLK2BtAPr6Vq27Uy5D9sh7QhmvpvF8MJFUDQN0qr0HQ1X-,13242083
0dd71c1f9e626b938823943c141ccbca8bdf8084c928d5919b845a605fca3f36,40364894,0,0,0+,125000000,125000000,tx__J080005Zr8ESE000000000013utt7XXzrXe88Xg-51RbQFMwx8j9adnhDWhrp5_afRp000000cFKE2Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc309x~_qd55pobCc8m.gVbry-2XZe~Wjkw1Tfbnbd0m8TJk5EwEtF3BMV4HkP.BJggPe3sfc97XaxnMK1o6a~tk9jHpxCHdw,13249953
0dd79a85915264310669f9d471e790cca6b482b7c4c1bad947788585a956c8dd,176644484,1,0,0+2+,175000000,175000000,tx__J080005Zqosff000000000013uvryq5iq346rwEktvvgRarSxIw4NsIqhVz5yrCnQdS000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc31m_.nBykBUJm3xAdUyXVJ4_pdayjiXbZedXfrgd3MTTwscB3p9kzuA48AcusRgF1IMPnb~k2EUdg2W1vmD7RBd3HYYrUww,13242584
0ddeb02259289ddb218d4c19283907eca34624a418c4e6705b78c0c1447a1459,181943993,1,0,0+2+,175000000,175000000,tx__J080005ZqoCJP000000000013uYN8CBFEuJyAkNqa3B7Zad69agpPeqNnVA0NkhY55B000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc31UNDTrGmUDd~9R114g~Mq1ywKUzkTjMWrg8N_aZtLyG0~69IGw5XMjjVgcDHpbkv8wGRdC162H4LUVNKwZT949nuDFh2cA,13242608
0de5a834240449fa365917c14bc564bf7f24bba66758949ba976fcf42f6219dc,503987844,0,0,0+,125000000,125000000,tx__J080005Zqj2XT000000000013vnFd2g4iwFUnhw1i-mBMV-BLYqEn9isHos-.2.z6uN000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc330Dk-B96GQ-MnEfXVfIHvQGvxfybeo_KBswEMikmfh6a_p6VTjh677ozUBef~uy8~uryFp~hEog2cimh3vh94etGJU8_87,13241928
0df4598876c253be11345bc125f5ce87e69298b2a0abfc3f600022861e0ecc3e,23854048,0,0,0+,125000000,125000000,tx__J080005Zqn7dx000000000013whqz7s2kZWhd5M19woey~riDbaxH_N_p00zyyWeR3W000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc31R4BtMmhrE8s3TuCoU4CJCT1JuEWWpgAvr-Khng1rZ26ZFJCaoqhj4v.d_iqp5_2XdrH8DBZ1jpWeCnZyoFTx0oxk9ju2h,13242387
0e0e3a188ec4b25b816e2a1431bf3766233164da1ad608a023b79619049f2a77,599999997,0,0,0+,125000000,125000000,tx__J080005ZqoeN1000000000013xWY68Z4JCL1szFkcs-VqzcPqdFrTxzx8Zvn6giwaEt000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc33INJpgMJU9W7LWjaHCn.8gn5~1F9Pyxi875CGp_EYEe_s-fv0u.Rj889Myjhm~GEQT9VBtiRp0f7mKm-Gpm2xdokSJ9yXM,13242555
0e1e9e50e7e8f23f4340c25fc9701578c575a703a2a38245328ae9513b62b095,66447150,1,0,0+2+,175000000,175000000,tx__J080005ZqmXFN000000000013yYvkewF-A.3gc9wQo0mvcmTGNezFW95cFIGkjKzJ9k000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc31Hb5eWrrWxuRyk5WkUqNtz8x8DrB7kIUnmNF~Z~RLMsWtKkvNZgHiXzG34BvRNN8GCYDwaQi0gjUWZ.sd3-.W07X4tsMWi,13242355
0e26b70d894a65aa98a6f39c7156525d2bba144e657b1843d692b63c8caae172,7042022,1,0,2+,50000000,50000000,tx__IN80005ZqovSZ000000000013zrV3pCaqrHpGMettmqioiLY54XCvPy3TGaUf8QHWo8000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5mhkeBq1im94kB.geAkNbA0Nc30Nc8vsbRfpm60BXb3FpDiGxWBGF71kuwMSakNWEe.M1.hAd903xgQPWRS60KrbJjJ8JU-AeLK1e~fc_KhWw3Tf0g.iQi2T,13242592
0e276d08aeac6c902cd14f0496c5fb5f431d22ce3b08d0b2b1ab67531c60c48c,664643601,0,0,0+,125000000,125000000,tx__J080005Zqk5oM000000000013zuK2aYJs90JSk-4CJoZoScu8JWZ2d2QJrKEkPPxP8N000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc31pzxhcUPsFfibzSp9~P1J1pRbq-t~TisbxmU51Hc7_97BUvNBNTuIN.0Bk_oxJ-jkN5AZxTKndPN1UqyaAFXJ0-7.Z3tFd,13242083
0e3153dc411629cd4ace765a5c096c020909f279a6498dc30cc7bded73216c4c,10287744,0,0,0+,125000000,125000000,tx__J080005Zqo4dr000000000013A5jV44natTaREqro0CJ0xB9-EDDipV33cv.Zocys4N000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc32h~mioyVZArpK399_NQzzXAjRo6T2RLjH59VEDH.egqBJ_DddmU2TpT4~RW66~gd9f.pQfmNdCZfTX6Sf~Adg8qh78WATK,13242530
0e328b992794e920453ed27940d21d0ed1782796378745f41746e238be500a78,40364891,0,0,0+,125000000,125000000,tx__J080005Zr8NIR000000000013AabDivkYi15fK9Xgd8u3K5W9XpVySoS5SszebXg2Ex000000cFKE2Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc33kuJRbAw6I1h6fayEnRNWYf22nv-bb7r8Z8dbGrMdXKSo_6krRowwJ6~eLEZj0TsD4RAricpM6y-MxXtb0vENfFRhKa0FR,13249974
0e3ea74aff72f10e322df8d848f473f01be401987fc80bf43df1adb90907c5c6,62408587,1,0,0+2+,175000000,175000000,tx__J080005Zr8IAi000000000013AYEiM.Q-gWQbwApifhR-1MB0qy_Q0MSfw6KLgB7Ptp000000cFKE2Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc33S~VJsY6iM_kZZCy-ZthNFWh5tIBqarnc8j4A1PmPk77XcpBxv6JIrFZUbRpCfGhBqycuMBvH~5Bx7tm3u.C00C_~qtNMp,13249962
0e40a145f45ed8d9f933ae1345971fac3edbaaa89fd76e56ab52bfafb273439f,24843776,0,0,0+,125000000,125000000,tx__J080005ZqnI7-000000000013B2yhwhvUdEXcYWjhqtwI3ZsHHzwTUXnHTa_IZ9RgX-000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc30z6NG0tQMsd8h3Cc.dnZH-Z47Y6-36HC001Np0UeGaHRInhzz-1.h5jRUU8-fsfSaZeF7.NKXBaWzwd_WSiPgetZMo2iAb,13242471
0e421717d80c0f754ae174e967ff3a8654f3bf35624c23cb44033f0d63d90f84,224211750,0,0,0+,125000000,125000000,tx__J080005Zqj9fj000000000013B8o5.xc3VmaWojGq_-YyCjRMRmzj2fbh0c_3nfq3Wg000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc336tIReFc3yYBCGtV~2NkDTNinX.hRe6v.95eo.csFKaRCIBKXVzuJxQv7c.FwcensL.oydr1zCIkn1UA.ZuIBc2oS9W.u2,13241943
0e485f7016766a41044cd433218eab6837d9fd9aadccc65c164ec670b72d0c9e,223214250,0,0,0+,125000000,125000000,tx__J080005ZqbV3o000000000013Bywt1qUrB44jdgR8pYIr3wq_qHKRcqt5BZ6tbtK39W000000cFa02Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc30b-Ih2QC1Pgneyi~qBX-UqfKNiVVKybS3QzxicL3hhVA73.F3-6EmzMJ8zfwSUuF0grUP3IfSJYAENr~cHAXS7Bh-JwrqT,13240851
0e4ed3965573c1507589ed1e8d77b1915e2fb4b3da11c681c1f9fc9de1085ee5,4613241487,0,0,0+,125000000,125000000,tx__J080005ZqbV.B000000000013BZjCCmRNm1TzvSvAovPBmWMKbfr4tr1NwE-Ev48oLk000000cFa02Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc30EihDHE3DAR6V0i-Q0v28d~z3K878ejETBqfpLkbkk-xF7rQtzWAhHiZKC0op8jg-MWJc-IDS4tCo7e5uFC148Lw0e-NXJ,13240854
0e51b2b34c3480414b65ffe742c3788979d35108011ef5c75dfa49b2beed8afd,708994191,1,0,0+2+,175000000,175000000,tx__J080005ZqgVp9000000000013C6QJSNSx45bqw_EgJdWzoEjkgx17Mo7owG9JIZKzMS000000cFcH2Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc32YjRB5V1M8RFgv1t_seT1dxPhgv~XCVC~WhrbF3APpjH7-ISdtN9N04Jfkg2d_Q2DkXt8_.iaXIGx9hEshT8ke8AFdFC06,13241601
0e5220bcc7f71defc3cbdb9ef2c7864b55625e1d789c01dbc48d991f3259a20a,953293661,1,0,0+2+,175000000,175000000,tx__J080005ZqosFf000000000013C8xMcwV7v_3Q.Lv-Jv6iTmzoyTWE07sP8Uq7R9qFxF000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4VdiWNc30Nc30Lhwf2xKCS8Z7T5nvCfP6q_6_9aXS1Mm280741.pkcbBX2T-ivfK6gfXFtGZg68m28b7CWB7SWBty3Uuc8ag82k0u7Hrxr,13242585
0e7301ff4a5308b5dd360608a823f292fd5643dd98cd49ec237b918f53e968c1,10134517,0,0,0+,125000000,125000000,tx__J080005ZqmGUd000000000013Ec1_SGj2boudxp8H2fQBMTng.UpRkEJ8VLhATfGrc4000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc324jVqaSwGDr-k9itzYtFJv1G9_ZstBRcDxFZ31xhLXJ2cHso_2Yge5pkeQf~PZ3vD6vk9iihc2sw_LN7deWD03oqKcyVo_,13242318
0e79c6a2a2a0ce5aee7d056b64a769a1f80be2f9240028c050fb77a6fd8e782f,16835521347,0,0,0+,125000000,125000000,tx__J080005Zqcti.000000000013EE6FHaxRCILwgmIqauGFwxbWMBB02A0kfKVGMUev2-000000cFa02Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc30ZrkQ0aAn4vA4fyrcLBwqHpj9E-_Bhi1xpov0TPNV.2abBtfHyFBgnYLhENy_FKtfLhMpZzmAWkRTcHfcBYWg5FgeQ-wwS,13240939
0eab6784d797452efc844902df266e8f5e6d70ab0a73117da815de44123ebebb,100000000,0,0,0+,125000000,125000000,tx__J080005Zqi.RH000000000013HKEydvohiZ-y4B2VQqLATXKtaJatP5.H1ovh18~MIJ000000cFe92Sp8jn8TBZmc_CqJ.V0jhsV3kbzqC2Mf17aADEg6bVe5ChkeBq1im94kB.geA4QdiWNc30Nc33UkDwV0iG7V.xgS.A~LeFK9wwtrmhdaEK5IzDH4-IKB~c0FQuksXRD~dbLIUaYFkgzsVMpDKwMe.yXh0NnFwF1PrcBWiPg,13241916
